abap microsoft/aisdkforsapabap
ruby ruby/fiddle
ruby ruby/fileutils
ruby ruby/find
ruby ruby/forwardable
ruby ruby/gem_rbs_collection
ruby ruby/getoptlong
ruby ruby/git.ruby-lang.org
ruby ruby/gserver
ruby ruby/io-console
ruby ruby/io-nonblock
ruby ruby/io-wait
ruby ruby/ipaddr
ruby ruby/irb
ruby ruby/jruby-dev-builder
ruby ruby/logger
ruby ruby/logger-application
ruby ruby/mathn
ruby ruby/matrix
ruby ruby/mutex_m
ruby ruby/net-ftp
ruby ruby/net-http
ruby ruby/net-http-sspi
ruby ruby/net-protocol
ruby ruby/net-smtp
ruby ruby/net-telnet
ruby ruby/observer
ruby ruby/open3
ruby ruby/open-uri
ruby ruby/optparse
ruby ruby/ostruct
ruby ruby/pathname
ruby ruby/power_assert
ruby ruby/pp
ruby ruby/prettyprint
ruby ruby/prime
ruby ruby/profile
ruby ruby/pstore
ruby ruby/psych
ruby ruby/rake
ruby ruby/rake-contrib
ruby ruby/rbs_json_schema
ruby ruby/rdoc-data
ruby ruby/rdoc-generators
ruby ruby/rdoc-html_templates
ruby ruby/rdoc-sinatra
ruby ruby/rdoc-spellcheck
ruby ruby/rdoc-tags
ruby ruby/rdoc-texinfo
ruby ruby/readline
ruby ruby/reline
ruby ruby/repl_type_completor
ruby ruby/resolv
ruby ruby/resolv-replace
ruby ruby/rinda
ruby ruby/ruby.wasm
ruby ruby/ruby2_keywords
ruby ruby/ruby-builder
ruby ruby/rubyci
ruby ruby/rubyci-alerts
ruby ruby/ruby-core-tasks
ruby ruby/ruby-dev-builder
ruby ruby/ruby-infra-recipe
ruby ruby/rurema-search
ruby ruby/scanf
ruby ruby/securerandom
ruby ruby/set
ruby ruby/setup-msys2-gcc
ruby ruby/shell
ruby ruby/shellwords
ruby ruby/singleton
ruby ruby/sync
ruby ruby/syntax_suggest
ruby ruby/syslog
ruby ruby/tempfile
ruby ruby/thwait
ruby ruby/time
ruby ruby/timeout
ruby ruby/tmpdir
ruby ruby/tracer
ruby ruby/truffleruby-dev-builder
ruby ruby/tryruby
ruby ruby/tsort
ruby ruby/un
ruby ruby/uri
ruby ruby/weakref
ruby ruby/webrick
ruby ruby/win32api
ruby ruby/win32-registry
ruby ruby/www.ruby-lang.org
ruby ruby/xmlrpc
ruby ruby/yamatanooroti
ruby ruby/yaml
ruby shopify/active_model_serializers
ruby shopify/active_utils
ruby shopify/activerecord-databasevalidations
ruby shopify/activerecord-pedantmysql2-adapter
ruby shopify/activerecord-rescue_from_duplicate
ruby shopify/activeresource
ruby shopify/addressable
ruby shopify/annex-29
ruby shopify/annotate_models
ruby shopify/app_profiler
ruby shopify/app_store_connect
ruby shopify/apparition
ruby shopify/asset_cloud
ruby shopify/autotuner
ruby shopify/avro_turf
ruby shopify/bai2
ruby shopify/better-html
ruby shopify/binaryen-rb
ruby shopify/blake3-rb
ruby shopify/bootboot
ruby shopify/bootsnap
ruby shopify/browser_sniffer
ruby shopify/buffered-logger
ruby shopify/bundix
ruby shopify/bundler-install-stats
ruby shopify/capistrano
ruby shopify/cfg2asm
ruby shopify/chef-git
ruby shopify/child_subreaper
ruby shopify/cli-kit
ruby shopify/cli-ui
ruby shopify/cloudflare
ruby shopify/combine_pdf
ruby shopify/constant_resolver
ruby shopify/css_parser
ruby shopify/dalli
ruby shopify/dead-mans-snitch
ruby shopify/dedup
ruby shopify/deprecation_toolkit
ruby shopify/djb2
ruby shopify/dukpt
ruby shopify/dylib-capture-closure
ruby shopify/ejson-rails
ruby shopify/eng-intern-assessment-rails
ruby shopify/erb_lint
ruby shopify/error_highlight
ruby shopify/event_stream_parser
ruby shopify/exact_target_rest
ruby shopify/faraday-http-cache
ruby shopify/ferrum
ruby shopify/fixture_factory
ruby shopify/fixy
ruby shopify/font-awesome-sass
ruby shopify/fuelsdk-ruby
ruby shopify/geoip
ruby shopify/git-chain
ruby shopify/github-authentication
ruby shopify/globalid
ruby shopify/google-auth-library-ruby
ruby shopify/graphql_schema
ruby shopify/graphql-batch
ruby shopify/graphql-client-1
ruby shopify/graphql-metrics
ruby shopify/grizzly_ber
ruby shopify/grocer
ruby shopify/grpc_fork_safety
ruby shopify/gvltools
ruby shopify/heroku-buildpack-git-deploy-keys
ruby shopify/heroku-buildpack-ruby
ruby shopify/homebrew-shopify
ruby shopify/httparty
ruby shopify/httpclient
ruby shopify/hypernova-ruby
ruby shopify/hypernova-ruby-1
ruby shopify/i18n
ruby shopify/ice_cube
ruby shopify/identity_cache
ruby shopify/irb
ruby shopify/job-iteration
ruby shopify/json-1
ruby shopify/lhm
ruby shopify/limiter
ruby shopify/linecook-gem
ruby shopify/listen
ruby shopify/lz4-flex-rb
ruby shopify/maintenance_tasks
ruby shopify/marginalia
ruby shopify/measured
ruby shopify/memcached_store
ruby shopify/memory_profiler
ruby shopify/minfraud-ruby
ruby shopify/money
ruby shopify/msgpack-ruby
ruby shopify/my_new_app
ruby shopify/mysql2
ruby shopify/net-http
ruby shopify/net-http-persistent
ruby shopify/ngrok-tunnel
ruby shopify/oktakit
ruby shopify/omniauth-facebook
ruby shopify/omniauth-identity
ruby shopify/omniauth-shopify-oauth2
ruby shopify/opentelemetry-instrumentation-grpc
ruby shopify/packwerk
ruby shopify/paquito
ruby shopify/pid_cache
ruby shopify/pitchfork
ruby shopify/product-taxonomy
ruby shopify/protoboeuf
ruby shopify/pseudolocalization
ruby shopify/psych
ruby shopify/quantified
ruby shopify/racecar
ruby shopify/rack-mini-profiler
ruby shopify/rack-sanitizer
ruby shopify/rails-deprecated_sanitizer
ruby shopify/rails-i18n
ruby shopify/rbi
ruby shopify/rbi-central
ruby shopify/rb-inotify
ruby shopify/rb-inotify-1
ruby shopify/record_store
ruby shopify/redirect_safely
ruby shopify/redis-session-store
ruby shopify/responders
ruby shopify/response_bank
ruby shopify/rotoscope
ruby shopify/rubocop-sorbet
ruby shopify/ruby_koans
ruby shopify/ruby_memcheck
ruby shopify/ruby-bench-web
ruby shopify/ruby-debug-ide
ruby shopify/ruby-jose
ruby shopify/ruby-junos-ez-stdlib
ruby shopify/ruby-lsp-rails
ruby shopify/ruby-mime-types
ruby shopify/ruby-mmtk-builder
ruby shopify/ruby-style-guide
ruby shopify/runit
ruby shopify/salesforce_chunker
ruby shopify/schmooze
ruby shopify/scim_rails
ruby shopify/seafoam
ruby shopify/seer-prototype
ruby shopify/semian
ruby shopify/shopify_app
ruby shopify/shopify-app-template-ruby
ruby shopify/sidekiq-unique-jobs
ruby shopify/slack-ruby-block-kit
ruby shopify/smart_todo
ruby shopify/spring
ruby shopify/sprockets-commoner
ruby shopify/stack_frames
ruby shopify/stackprof
ruby shopify/statsd-instrument
ruby shopify/stringio
ruby shopify/symbol-fstring
ruby shopify/tableau-ruby
ruby shopify/ulid-ruby
ruby shopify/unicorn
ruby shopify/vecsearch
ruby shopify/vite_ruby
ruby shopify/webrick
ruby shopify/xcode-install
ruby shopify/yjit-metrics
ruby shopify/zeitwerk
ruby shopify/zk-1
ruby transferwise/fluent-plugin-slack
rust aws/amazon-cloudfront-client-routing-library
rust aws/aperf
rust aws/aws-ec2-imdsv2-get
rust aws/aws-nitro-enclaves-image-format
rust aws/aws-secretsmanager-agent
rust aws/chrony-candm
rust aws/clock-bound
rust aws/dcv-color-primitives
rust aws/http-desync-guardian
rust aws/network-flow-monitor-agent
rust aws/s2n-netbench
rust azure/alar
rust azure/azure-extensions-common
rust azure/azure-init
rust azure/azure-kusto-rust
rust azure/logzy
rust azure/otel-lib
rust azure/throttled
rust azure/warp-openssl
rust bazelbuild/sandboxfs
rust chia-network/clvm_rs
rust circlefin/solana-cctp-contracts
rust cosmos/ics23
rust facebook/dotslash
rust facebook/ocamlrep
rust facebook/oram
rust facebook/pake-kem
rust facebook/voprf
rust facebookincubator/buck2-change-detector
rust facebookincubator/reindeer
rust facebookincubator/superconsole
rust google/aarch64-esr-decoder
rust google/aarch64-paging
rust google/argh
rust google/arm-gic
rust google/assertor
rust google/authenticode-rs
rust google/best
rust google/bongo
rust google/briolette
rust google/cargo-raze
rust google/command-fds
rust google/comprehensive-rust
rust google/coset
rust google/cro3
rust google/fetchchromium
rust google/file-header
rust google/fleetspeak-rs
rust google/git-tree
rust google/gpt-disk-rs
rust google/json5format
rust google/libtracecmd-rs
rust google/magika
rust google/matr
rust google/mdbook-i18n-helpers
rust google/oxsea
rust google/percore
rust google/pl011-uart
rust google/rbrotli-enc
rust google/ripunzip
rust google/rust-p9
rust google/rust-scudo
rust google/safe-mmio
rust google/sbat-rs
rust google/serde_json5
rust google/shaderc-rs
rust google/smccc
rust google/strangemeadowlark
rust google/sxg-rs
rust google/synthesizer-io
rust google/tarpc
rust google/vimscript-language-server
rust google/webbundle
rust google/xsecurelock-saver-rs
rust grafana/grafana-plugin-sdk-rust
rust grafana/pyroscope-rs
rust iqlusioninc/crates
rust iqlusioninc/tmkms
rust microsoft/auteur
rust microsoft/avml
rust microsoft/beginners-series-rust
rust microsoft/cargo-pkgconfig
rust microsoft/confidential-containers-image-rs
rust microsoft/cookiecutter-rust-actix-clean-architecture
rust microsoft/derivre
rust microsoft/elfcore
rust microsoft/file-content-rs
rust microsoft/igvm
rust microsoft/inno-updater
rust microsoft/lepton_jpeg_rust
rust microsoft/mactok
rust microsoft/mu_rust_helpers
rust microsoft/mu_rust_hid
rust microsoft/mu_rust_pi
rust microsoft/nimble
rust microsoft/ohttp
rust microsoft/pdblister
rust microsoft/precio
rust microsoft/preflate-rs
rust microsoft/project-freta
rust microsoft/range_map_vec
rust microsoft/rust_fallible_vec
rust microsoft/rust_msvc_spectre_libs
rust microsoft/rust_win_etw
rust microsoft/rustls-symcrypt
rust microsoft/rusty-radamsa
rust microsoft/snocat
rust microsoft/spartan
rust microsoft/spartan2
rust microsoft/stackfuture
rust microsoft/sudo
rust microsoft/tracelogging
rust microsoft/tracing-etw
rust microsoft/verus-copilot-vscode
rust microsoft/vscode-v8-heap-tools
rust nginx/ngx-rust
rust oasisprotocol/deoxysii-rust
rust pendulum-project/clock-steering
rust pendulum-project/timestamped-socket
rust rails/rails_fast_attributes
rust rails/rails-new
rust shopify/async-memcached
rust shopify/bench
rust shopify/deterministic-wasi-ctx
rust shopify/function-runner
rust shopify/loupe
rust shopify/ruvy
rust shopify/shadowenv
rust shopify/shopify-function-rust
rust shopify/wasm-bench
rust shopify/wasmprof
rust tchapgouv/seshatrust tempus-ex/hello-video-codec
rust tchapgouv/vodozemac-python
rust tempus-ex/hello-microcontroller
rust worldcoin/circom-compat
rust worldcoin/contract-deployer
rust worldcoin/crypto-native-lib
rust worldcoin/dogstatsd-rs
rust worldcoin/getrandom
rust worldcoin/gpt
rust worldcoin/hyrax-pcs-commit
rust worldcoin/idkit-rs
rust worldcoin/kzg-ceremony-participant
rust worldcoin/mpc-carrier
rust worldcoin/orb-messages
rust worldcoin/orb-relay-messages
rust worldcoin/private-inclusion-proofs
rust worldcoin/proto-neural-zkp
rust worldcoin/rollup-boostgo hyperledger/fabric-samples
rust worldcoin/semaphore-rs
rust worldcoin/telemetry-batteries
rust worldcoin/tx-sitter
rust worldcoin/tx-sitter-monolith
rust worldcoin/wallet-bridge
rust worldcoin/walletkit
rust worldcoin/wld-usernames
rust worldcoin/world-chain
rust worldcoin/world-id-relay
rust worldcoin/world-id-telegram
rust worldcoin/world-tree
sage microsoft/sike-challenges
sage microsoft/supersolver
scala aws/sagemaker-feature-store-spark
scala azure/azure-cosmosdb-spark
scala azure/azure-event-hubs-spark
scala azure/azure-kusto-spark
scala azure/spark-cdm-connector
scala microsoft/azure-databricks-nyc-taxi-workshop
scala microsoft/azure-maven-archetypes
scala microsoft/data-quality-rule-engine
scala microsoft/onnx-protobuf
scala microsoft/scalastyle-validate
scala microsoft/spark-images
scala microsoft/spark-sql-deployment-manager
scala ripe-ncc/rpki-publication-server
scss azure/ai-in-production-guide
scss azure/security-and-responsible-ai-guide
scss google/hrx
scss microsoft/alguidelines
scss microsoft/api-extractor.com-website
scss microsoft/aroworkshop
scss microsoft/atlas-design
scss microsoft/powerplatformconnect
scss microsoft/rushjs.io-website
scss microsoft/rushstack.io-website
scss microsoft/tsdoc.org-website
scss rails/discourse-rubyonrails-theme
scss shopify/rubygems.github.io
scss shopify/spatial-commerce-projects
shaderlab google/valid-avatar-library
shaderlab microsoft/aimagery
shaderlab microsoft/mesh-toolkit-unity
shaderlab microsoft/mr_retailexperienceworkshop
shell aws/amazon-ec2-hibinit-agent
shell aws/amazon-ecs-ami
shell aws/amazon-ecs-logs-collector
shell aws/aws-eb-python-dockerfiles
shell aws/aws-ec2-instance-connect-config
shell aws/aws-for-fluent-bit
shell aws/aws-mwaa-local-runner
shell aws/aws-nitro-enclaves-with-k8s
shell aws/aws-sam-cli-pipeline-init-templates
shell aws/containers-roadmap
shell aws/eks-distro
shell aws/repro-collection
shell azure/aaz
shell azure/abfs-backport
shell azure/aca-review-apps
shell azure/acr-build
shell azure/acss-preview
shell azure/ade-extensibility-model-terraform
shell azure/aks-advanced-autoscaling
shell azure/aks-auditd
shell azure/aks-create-action
shell azure/aks-ctf
shell azure/aks-github-runner
shell azure/aks-gpu
shell azure/aks-rdma-infiniband
shell azure/ansible
shell azure/app-configuration-import-action
shell azure/appservice-build
shell azure/arcvmware-util
shell azure/avm-container-images-cicd-agents-and-runners
shell azure/azhpc-diagnostics
shell azure/azhpc-images
shell azure/azlustre
shell azure/aznfs-mount
shell azure/azure-blob-storage-file-upload-utility
shell azure/azure-cnab-quickstarts
shell azure/azurehpc-health-checks
shell azure/azureml-online-endpoint-profiler-preview
shell azure/azure-service-bus-emulator-installer
shell azure/azure-spring-suitability-rules
shell azure/azure-support-scripts
shell azure/azureupdatemanager
shell azure/blobnfs-troubleshoot
shell azure/container-service-for-azure-china
shell azure/cyclecloud-beegfs
shell azure/cyclecloud-blender
shell azure/cyclecloud-container
shell azure/cyclecloud-llm
shell azure/cyclecloud-marketplace-image
shell azure/cyclecloud-mysql
shell azure/cyclecloud-open-ondemand
shell azure/hbase-utils
shell azure/homebrew-draft
shell azure/hpcpack-rest-api-spec
shell azure/iot-edge-config
shell azure/iot-hub-device-update-yocto
shell azure/jenkins
shell azure/kubeflow-aks
shell azure/kubernetes-volume-drivers
shell azure/lamp
shell azure/linux-provisioning
shell azure/llmops
shell azure/mlops-v2
shell azure/moodle
shell azure/multi-cloud-asset-inventory-preview
shell azure/osm-azure
shell azure/privateresolver
shell azure/reddog-aks
shell azure/rhel-jboss-templates
shell azure/sap-hana-tools
shell azure/solution-center
shell azure/sonic-initramfs-tools
shell azure/sonic-linux-kernel.msft
shell azure/splunk-enterprise
shell azure/splunk-enterprise-aks
shell azure/tech-connect-migration-lab
shell azure/tfmod-scaffold
shell azure/uk-official-paas-webapp
shell azure/woc-benchmarking
shell azure/workloadbuilder
shell bazelbuild/rules_shellpython django/djangosnippets.org
shell dotnet/aspire-devcontainer-featureshell dynatrace/dynatrace-appmon-docker
shell dynatrace/heroku-buildpack-dynatrace
shell dynatrace/k8s-problem-patterns
shell dynatrace/obslab-log-problem-detection
shell dynatrace/obslab-unguard
shell facebookincubator/dnf-plugin-cow
shell google/ads-bi-suite
shell google/agi-dev-releases
shell google/amot
shell google/app-reporting-pack
shell google/cityhash
shell google/cloud-resource-manager
shell google/dactionboard
shell google/distributed-git-forks
shell google/earthstudio-ffmpeg-automator
shell google/ekep-analysis
shell google/fhir-dbt-analytics
shell google/fhir-dbt-utils
shell google/gfbuild-angle
shell google/gfbuild-graphicsfuzz
shell google/gfbuild-shadertrap
shell google/gfbuild-spirv-tools
shell google/git-presubmit-linter
shell google/git-sync-changes
shell google/kir-holiday-lights
shell google/moodle-on-gcp
shell google/netbsd-gce
shell google/oracle-toolkit
shell google/pmax_best_practices_dashboard
shell google/premium-vs-standard-network-latency
shell google/purr
shell google/spirv-tutor
shell grafana/agent-modules
shell grafana/alloy-modules
shell grafana/cortex-rules-action
shell grafana/database-migrator
shell grafana/devcontainer-features
shell grafana/docker-otel-lgtm
shell grafana/github-sync
shell grafana/grafana-build-tools
shell grafana/grafana-com-public-clients
shell grafana/grafana-foundation-sdk
shell grafana/hackathon-12-action-statjava jitsi/otr4j
shell grafana/openfga-api
shell grafana/opentelemetry-collector-components
shell grafana/plugin-ci-workflows
shell grafana/security-patch-actions
shell grafana/slo-openapi-client
shell gsa/data.gov
shell jitsi/infra-configuration
shell jitsi/infra-customizations
shell jitsi/jihog
shell jitsi/jitsi-meet-debian-meta
shell jitsi/jitsi-upload-integrations
shell jitsi/jitsi-videobridge-permo
shell jitsi/rnnoise-wasm
shell kiwicom/terraform-aws-nfs
shell kubernetes/git-sync
shell kubernetes/sig-release
shell kubernetes-csi/csi-driver-iscsi
shell kubernetes-csi/csi-driver-nvmf
shell kubernetes-csi/external-health-monitor
shell kubernetes-csi/livenessprobe
shell kubernetes-csi/node-driver-registrar
shell kubernetes-csi/volume-data-source-validator
shell mapbox/bundle-node-app
shell mapbox/commonsec
shell mapbox/install-node
shell mapbox/logbt
shell mapbox/mapbox-vision-android
shell matomo-org/docker
shell microsoft/action-armttk
shell microsoft/aitour-generative-ai-in-azure
shell microsoft/aks-ingress-contour-cert-manager-lets-encrypt
shell microsoft/amlfilesystem-tools
shell microsoft/amplify
shell microsoft/appcenter
shell microsoft/applicationinspector-action
shell microsoft/auoms-kits
shell microsoft/azure-blob-checksum-verification
shell microsoft/azure-orbital-space-sdk
shell microsoft/azure-orbital-space-sdk-coresvc-fileserver
shell microsoft/azure-orbital-space-sdk-github-actions
shell microsoft/azure-orbital-space-sdk-setup
shell microsoft/azuretre-deployment
shell microsoft/build-apache-provider
shell microsoft/build-docker-provider
shell microsoft/build-mysql-provider
shell microsoft/build-omi
shell microsoft/build-omi-script-provider
shell microsoft/build-powershell-dsc-for-linux
shell microsoft/build-scxcore
shell microsoft/cbl-mariner-smartnic
shell microsoft/clues
shell microsoft/cntk-docker
shell microsoft/codespace-features
shell microsoft/defender-for-cloud-attack-simulation
shell microsoft/devcontainer-feature-k3s
shell microsoft/devskim-action
shell microsoft/docker-buildx
shell microsoft/ftatoolkit-analytics-cicd-cli
shell microsoft/gh-runners-caj-starter
shell microsoft/grpc_bench
shell microsoft/implementation-patterns
shell microsoft/infersharpaction
shell microsoft/iot-plug-and-play-workshop
shell microsoft/java
shell microsoft/kalypso
shell microsoft/kata-containers-ci
shell microsoft/kubernetes-developer-cluster-kubeadm
shell microsoft/light-up-azure
shell microsoft/managedappmockup
shell microsoft/microsoft-partner-center-github-action
shell microsoft/mlos-autotuning-template
shell microsoft/nf-havoc
shell microsoft/oms-docker
shell microsoft/openhack-fhir
shell microsoft/openjdk-docker
shell microsoft/openvmm-deps
shell microsoft/planetary-computer-containers
shell microsoft/pl-dns-proxy
shell microsoft/ripgrep-prebuilt
shell microsoft/scxcore-osskits
shell microsoft/symphony
shell microsoft/teamcloud-providers
shell microsoft/vcd
shell microsoft/vscode-figma-toolkit
shell microsoft/vscode-linux-build-agent
shell microsoft/xnat-on-azure
shell microsoft/xpdt
shell octopusdeploy/create-release-buildkite-plugin
shell octopusdeploy/nfs-server-alpine
shell octopusdeploy/push-build-information-buildkite-plugin
shell octopusdeploy/run-runbook-buildkite-plugin
shell octopusdeploy/springbootstopper
shell octopusdeploy/springbootwindowsservice
shell rails/devcontainerruby ruby/json
shell rails/rails-dev-box
shell ruby/heroku-buildpack-bugs-ruby-lang
shell shopify/buildpack-nginx
shell shopify/heroku-buildpack-awscli
shell shopify/heroku-buildpack-geoip
shell shopify/heroku-buildpack-go
shell shopify/heroku-buildpack-google-chrome
shell shopify/heroku-buildpack-nmap
shell shopify/hookbook
shell shopify/lighthouse-ci-action
shell shopify/opentsdb-bigtable
shell shopify/shopify-vale
shell spiffe/spiffe
shell tchapgouv/ansible-role-docker-redis
shell tchapgouv/keycloak-buildpack
shell tchapgouv/metabase-scalingo
shell tchapgouv/metabase-scalingo-archive
shell tchapgouv/python-buildpack
shell tchapgouv/tchap-stats
shell transferwise/actions-crowdin
shell transferwise/actions-pr-checker
shell transferwise/ansible-ebs-automatic-nvme-mapping
shell transferwise/download-repo-artifact
shell transferwise/envoy-api-java
shell transferwise/mariadb-docker
shell transferwise/vault-bootstrap
shell worldcoin/orb-hardware
shell worldcoin/smtb-ceremony
smarty amzn/ads-pao-amznjs-gtm-template
smarty dynatrace/helm-charts
smarty facebookincubator/conversionsapi-tag-for-googletagmanager
smarty google/osdfir-infrastructure
smarty google/sgtm-event-data-filter
smarty google/sgtm-ga4-to-bigquery
smarty grafana/helm-charts
smarty grafana/k8s-monitoring-helm
smarty grafana/meta-monitoring-chart
smarty grafana/openfga-helm-charts
smarty matomo-org/google-tag-manager-matomo-template
smarty microsoft/azure-key-vault-plugin-gmsa
smarty microsoft/clarity-gtm-template
smarty microsoft/gpschina-ai-transformation
smarty microsoft/virtualnodesonazurecontainerinstances
smarty tchapgouv/tchap-helm-charts
solidity microsoft/beginners-series-blockchain
solidity worldcoin/hyperdrop-contracts
solidity worldcoin/worldcoin-grants-contracts
solidity worldcoin/worldcoin-token
solidity worldcoin/world-id-onchain-template
solidity worldcoin/world-id-starter-hardhat
solidity worldcoin/world-id-state-bridge
starlark angular/dev-infra-private-build-tooling-builds
starlark bazelbuild/apple_support
starlark bazelbuild/bazel-skylib
starlark bazelbuild/platforms
starlark bazelbuild/rules_android_ndk
starlark bazelbuild/rules_d
starlark bazelbuild/rules_groovy
starlark bazelbuild/rules_java
starlark bazelbuild/rules_license
starlark bazelbuild/rules_pkg
starlark bazelbuild/rules_platform
starlark bazelbuild/rules_proto
starlark bazelbuild/rules_sass
starlark bazelbuild/rules_scala
starlark bazelbuild/rules_utp
starlark bazelbuild/starlark
starlark bazelbuild/tools_android
starlark facebook/buck2-shims-metaobjective-c facebookincubator/socketrocket
starlark google/bazel_rules_install
starlark google/bazel-common
starlark google/cabal2bazel
starlark google/cel-spec
starlark grafana/tilt-extensions
starlark kubernetes/repo-infra
starlark owncloud/impersonate
starlark protocolbuffers/rules_rubyruby rails/thor
starlark shopify/bazel-toolchain
swift amzn/openapi-swift-code-generate
swift amzn/service-model-swift-code-generate
swift amzn/smoke-aws-credentials
swift amzn/smoke-aws-generate
swift amzn/smoke-aws-support
swift amzn/smoke-framework-application-generate
swift aws/amazon-chime-sdk-ios-no-video-codecs-spm
swift aws/amazon-chime-sdk-ios-spm
swift azure/azure-maps-ios-sdk-distribution
swift dotnet/signalr-client-swift
swift dynatrace/swift-mobile-sdk
swift facebookincubator/forgearmory
swift facebookincubator/sado
swift google/abseil-cpp-binary
swift google/android-auto-companion-calendarsync-ios
swift google/googleappmeasurement
swift google/grpc-binary
swift google/gtmappauth
swift google/open-location-code-swift
swift google/search-in-apps
swift google/swift-benchmark
swift mapbox/apidiff
swift mapbox/fingertips
swift mapbox/mapbox-accounts-ios
swift mapbox/mapbox-arkit-ios
swift mapbox/mapbox-common-ios
swift mapbox/mapbox-core-maps-ios
swift mapbox/mapboxgeocoder.swift
swift mapbox/mapbox-navigation-ios-build-artifactsruby matomo-org/piwik-ruby-api
swift mapbox/mapbox-scenekit
swift mapbox/mapbox-speech-swift
swift mapbox/mapboxstatic.swift
swift mapbox/mapbox-vision-ios
swift mapbox/mbdrawingview.swift
swift mapbox/turf-swift
swift matomo-org/matomo-sdk-ios
swift microsoft/apple-ux-guide
swift microsoft/clarity-apps
swift microsoft/health-data-sync
swift microsoft/healthkit-on-fhir
swift microsoft/healthkit-to-fhir
swift microsoft/iomt-fhir-client
swift microsoft/kiota-swift
swift microsoft/msdebugtool
swift microsoft/omnichannel-voice-video-calling-react-native
swift shopify/checkout-sheet-kit-swift
swift shopify/functionaltabledata
swift shopify/graphql_swift_gen
swift shopify/swiftgraphqlparser
swift shopify/tracky
swift tchapgouv/compound-ios
swift worldcoin/idkit-swift
swift worldcoin/mopro
systemverilog microsoft/dua
tcl microsoft/internet-in-a-box
tex google/cluster-data
tex microsoft/csuite
tex microsoft/hlsl-specs
tex microsoft/ifc-spec
thrift microsoft/hive-metastore-http-client
tla azure/azure-cosmos-tla
tla microsoft/tlaplus-workshops
tsql azure/azure-kusto-sdmt
tsql azure/commercial-marketplace-saas-accelerator-offer
tsql azure/hpcpack-high-availability
tsql azure/sqlmi
tsql microsoft/azure_synapse_toolbox
tsql microsoft/azure-devops-analytics
tsql microsoft/azuresql-devcontainers
tsql microsoft/azure-sql-tips
tsql microsoft/cloudsqlworkshop
tsql microsoft/nonprofit_data_warehouse_quickstart
tsql microsoft/power-bi-adf-synapse
tsql microsoft/sqllinuxlabs
tsql microsoft/sql-procbench
tsql microsoft/superchargeazuresqldeployments
tsql microsoft/synapse-analyzer
tsql microsoft/synapsehealthassessment
typescript amzn/buy-with-prime-cdk-constructs
typescript amzn/eslint-plugin-no-date-parsing
typescript amzn/lib-3d-scene-viewer
typescript amzn/node-jose_aws-kms-extension
typescript amzn/traffic-quality-smart-pixel-loader
typescript angular/angularfire
typescript angular/angular-ja
typescript angular/introduction-to-angular
typescript angular/vscode-ng-language-service
typescript auth0/auth0-spa-js
typescript auth0/nextjs-auth0
typescript aws/amazon-ivs-react-native-player
typescript aws/amazon-ssm-document-language-service
typescript aws/amazon-states-language-service
typescript aws/aws-glue-databrew-jupyter-extension
typescript aws/aws-msk-iam-sasl-signer-js
typescript aws/aws-sdk-js-crypto-helpers
typescript aws/aws-toolkit-azure-devops
typescript aws/code-editor
typescript aws/codepipeline-starter-templates
typescript aws/constructs
typescript aws/language-server-runtimes
typescript azure/aci-deploy
typescript azure/actions-toolkit
typescript azure/aks-set-context
typescript azure/apicenter-portal-starter
typescript azure/app-configuration-deploy-feature-flags
typescript azure/appconfiguration-javascriptimporter
typescript azure/appconfiguration-javascriptprovider
typescript azure/arm-deploy
typescript azure/asteroid
typescript azure/autorest.cli
typescript azure/autorest.interactive
typescript azure/autorest-extension-base
typescript azure/avocado
typescript azure/azapi-vscode
typescript azure/azure-cosmosdb-ads-extension
typescript azure/azure-cosmos-db-query-editor
typescript azure/azure-functions-nodejs-library
typescript azure/azure-functions-nodejs-opentelemetry
typescript azure/azure-kusto-node
typescript azure/azure-orbital-integration
typescript azure/azure-resource-manager-schemas
typescript azure/azure-visual-intelligence
typescript azure/bicep-deploy
typescript azure/bicep-registry-providers
typescript azure/bicep-types-az
typescript azure/bicep-types-k8s
typescript azure/ccf-identity
typescript azure/cli
typescript azure/communication-monitoring
typescript azure/communication-services-pstn-calling
typescript azure/computer-vision-nextjs-webapp
typescript azure/container-apps-deploy-action
typescript azure/container-apps-deploy-pipelines-task
typescript azure/cosmos-js-sdk-debug-tools
typescript azure/cosmos-sign
typescript azure/docker-login
typescript azure/enterprise-azureai
typescript azure/enterprise-chat
typescript azure/eval-azure-rest-api-specs
typescript azure/fabric-react-jsonschema-form
typescript azure/fetch-event-source
typescript azure/fta-aas
typescript azure/functions-action
typescript azure/generator-jhipster-azure-spring-apps
typescript azure/github-nginx-cache
typescript azure/git-rest-api
typescript azure/gpt-rag-bot
typescript azure/gpt-rag-frontend
typescript azure/hpc-analytics
typescript azure/hpcpack-acm-portal
typescript azure/hpcpack-rest-api-angular-client
typescript azure/hpcpack-web-portal
typescript azure/iot-central-paad
typescript azure/iotc-migrator
typescript azure/iot-ux-fluent-css
typescript azure/issue-sentinel
typescript azure/k8s-artifact-substitute
typescript azure/k8s-bake
typescript azure/k8s-create-secret
typescript azure/k8s-deploy
typescript azure/k8s-gh-action-toolkit
typescript azure/k8s-lint
typescript azure/k8s-set-context
typescript azure/login
typescript azure/microsoft-365-certification-quick-evaluation
typescript azure/monaco-kusto
typescript azure/ms-rest-azure-env
typescript azure/ms-rest-azure-js
typescript azure/ms-rest-browserauth
